"","Year","C1","C2","C3","C4","C5"
"1",1972,0.185,0.04,0.105,0.215,0.455
"2",1973,0.186041666666667,0.04125,0.104583333333333,0.214791666666667,0.453333333333333
"3",1974,0.187065712071163,0.0424963635510511,0.104182994378307,0.214581035821952,0.451673894177528
"4",1975,0.188072321377784,0.0437389697827201,0.103798815670231,0.214368248182221,0.450021644987044
"5",1976,0.189061678319827,0.0449777007517878,0.103430629814434,0.214153442452992,0.448376548660959
"6",1977,0.190033965208671,0.046212441398865,0.103078269516198,0.213936755339229,0.446738568537037
"7",1978,0.190989362942781,0.0474430795055428,0.102741567610006,0.213718321555829,0.44510766838584
"8",1979,0.191928051016635,0.0486695056520698,0.10242035708811,0.213498273838293,0.443483812404893
"9",1980,0.192850207529568,0.0498916131755511,0.102114471128429,0.213276742953563,0.441866965212888
"10",1981,0.193756009194556,0.0511092981286623,0.101823743121798,0.213053857711037,0.440257091843947
"11",1982,0.194645631346907,0.0523224592388721,0.10154800669856,0.212829744973739,0.438654157741921
"12",1983,0.195519247952899,0.053530997868169,0.101287095754532,0.212604529669656,0.437058128754744
"13",1984,0.196377031618333,0.0547348179732846,0.101040844476337,0.212378334803214,0.435468971128831
"14",1985,0.197219153597024,0.0559338260664082,0.100809087366128,0.212151281466909,0.433886651503531
"15",1986,0.198045783799225,0.0571279311763879,0.1005916592657,0.211923488853073,0.432311136905614
"16",1987,0.198857090799978,0.0583170448104107,0.100388395380011,0.211695074265777,0.430742394743823
"17",1988,0.199653241847402,0.0595010809161579,0.10019913130012,0.211466153132862,0.429180392803459
"18",1989,0.200434402870921,0.060679955844429,0.100023703025535,0.21123683901809,0.427625099241025
"19",1990,0.201200738489423,0.061853588312229,0.0998619469860136,0.211007243633423,0.426076482578912
"20",1991,0.201952412019357,0.0630218993663137,0.0997137000627897,0.210777476851404,0.424534511700136
"21",1992,0.202689585482775,0.0641848123471881,0.0995787996092619,0.210547646717655,0.422999155843119
"22",1993,0.203412419615306,0.0653422528535516,0.0994570834711383,0.210317859463477,0.421470384596528
"23",1994,0.204121073874075,0.0664941487071857,0.0993483900060522,0.210088219518542,0.419948167894145
"24",1995,0.204815706445568,0.0676404299182793,0.0992525581026564,0.209858829523691,0.418432476009805
"25",1996,0.20549647425343,0.0687810286511852,0.0991694271992047,0.209629790343812,0.416923279552368
"26",1997,0.20616353296622,0.0699158791906041,0.0990988373016291,0.209401201080808,0.41542054946074
"27",1998,0.206817037005096,0.0710449179081905,0.0990406290011215,0.20917315908664,0.413924256998952
"28",1999,0.207457139551465,0.0721680832295756,0.0989946434912276,0.208945759976456,0.412434373751276
"29",2000,0.20808399255456,0.0732853156018033,0.0989607225844625,0.208719097641783,0.410950871617392
"30",2001,0.208697746738979,0.0743965574611724,0.0989387087284538,0.20849326426379,0.409473722807605
"31",2002,0.209298551612167,0.0755017532014832,0.0989284450216231,0.208268350326618,0.40800289983811
"32",2003,0.209886555471849,0.076600849142681,0.0989297752284114,0.208044444630762,0.406538375526297
"33",2004,0.210461905413412,0.0776937934998938,0.0989425437940571,0.207821634306522,0.405080122986116
"34",2005,0.211024747337243,0.0787805363528592,0.0989665958589345,0.207600004827488,0.403628115623476
"35",2006,0.211575225956009,0.0798610296157354,0.0990017772724599,0.207379640024095,0.402182327131702
"36",2007,0.212113484801904,0.0809352270072922,0.0990479346065725,0.2071606220972,0.400742731487032
"37",2008,0.212639666233838,0.0820030840214789,0.0991049151687987,0.20694303163172,0.399309302944165
"38",2009,0.213153911444585,0.0830645578983619,0.099172567014905,0.206726947610296,0.397882016031853
"39",2010,0.213656360467884,0.0841196075954304,0.0992507389611486,0.206512447426994,0.396460845548543
"40",2011,0.214147152185505,0.0851681937592652,0.0993392805961316,0.206299606901038,0.395045766558061
"41",2012,0.214626424334253,0.0862102786975657,0.0994380422922657,0.20608850029057,0.393636754385346
"42",2013,0.215094313512951,0.0872458263515314,0.0995468752168553,0.205879200306432,0.392233784612231
"43",2014,0.215550955189365,0.0882748022685944,0.099665631342804,0.205671778125974,0.390836833073263
"44",2015,0.215996483707091,0.089297173575498,0.0997941634589526,0.205466303406878,0.389445875851582
"45",2016,0.21643103229241,0.0903129089517181,0.0999323251800549,0.205262844300991,0.388060889274828
"46",2017,0.216854733061089,0.0913219786032224,0.100079970956397,0.205061467468182,0.386681849911111
"47",2018,0.217267717025156,0.0923243542365658,0.100236956083066,0.204862238090198,0.385308734565015
"48",2019,0.217670114099623,0.0933200090333147,0.100403136708879,0.204665219884533,0.383941520273651
"49",2020,0.218062053109183,0.0943089176247999,0.100578369844969,0.204470475118293,0.382580184302756
"50",2021,0.218443661794858,0.0952910560671918,0.100762513373045,0.204278064622073,0.381224704142833
"51",2022,0.218815066820619,0.096266401816896,0.100955426053324,0.204088047803821,0.379875057505341
"52",2023,0.219176393779965,0.0972349337062639,0.101156967532144,0.203900482662706,0.378531222318922
"53",2024,0.219527767202462,0.0981966319196161,0.101366998349266,0.203715425802977,0.37719317672568
"54",2025,0.219869310560256,0.0991514779695747,0.101585379944863,0.203532932447807,0.3758608990775
"55",2026,0.220201146274542,0.1000994546737,0.101811974666214,0.203353056453137,0.374534367932408
"56",2027,0.220523395722,0.101040546131431,0.102046645774095,0.203175850321492,0.373213562050982
"57",2028,0.220836179241203,0.101974737701318,0.102289257448884,0.203001365215798,0.371898460392798
"58",2029,0.221139616138979,0.102902015978562,0.102539674796377,0.20282965097316,0.370589042112923
"59",2030,0.221433824696755,0.10382236877283,0.102797763853325,0.202660756118638,0.369285286558452
"60",2031,0.221718922176855,0.104735785086372,0.103063391592698,0.202494727878988,0.367987173265087
"61",2032,0.221995024828771,0.105642255092415,0.103336425928676,0.202331612196386,0.366694681953753
"62",2033,0.222262247895403,0.10654177011384,0.103616735721375,0.202171453742119,0.365407792527264
"63",2034,0.222520705619264,0.10743432260214,0.10390419078132,0.202014295930249,0.364126485067029
"64",2035,0.222770511248658,0.108319906116649,0.104198661873653,0.20186018093125,0.36285073982979
"65",2036,0.223011777043822,0.109198515304048,0.104500020722101,0.20170914968561,0.36158053724442
"66",2037,0.223244614283041,0.110070145878134,0.104808140012692,0.201561241917394,0.36031585790874
"67",2038,0.223469133268733,0.110934794599859,0.105122893397235,0.201416496147777,0.359056682586398
"68",2039,0.223685443333501,0.11179245925763,0.105444155496561,0.201274949708537,0.357802992203771
"69",2040,0.223893652846161,0.112643138647872,0.105771801903537,0.201136638755511,0.35655476784692
"70",2041,0.224093869217731,0.113486832555841,0.106105709185853,0.201001598282,0.355311990758575
"71",2042,0.224286198907407,0.114323541736697,0.106445754888581,0.200869862132146,0.354074642335169
"72",2043,0.224470747428493,0.115153267896827,0.106791817536524,0.20074146301425,0.352842704123907
"73",2044,0.224647619354315,0.11597601367541,0.10714377663635,0.200616432514056,0.35161615781987
"74",2045,0.224816918324101,0.11679178262624,0.107501512678514,0.200494801107978,0.350394985263168
"75",2046,0.224978747048839,0.117600579199776,0.107864907138977,0.200376598176286,0.349179168436123
"76",2047,0.225133207317101,0.118402408725444,0.108233842480729,0.200261852016235,0.347968689460492
"77",2048,0.225280400000843,0.119197277394167,0.108608202155105,0.200150589855151,0.346763530594734
"78",2049,0.225420425061182,0.119985192241139,0.108987870602921,0.200042837863452,0.345563674231307
"79",2050,0.225553381554139,0.120766161128818,0.10937273325541,0.199938621167625,0.34436910289401
"80",2051,0.225679367636362,0.12154019273016,0.109762676534982,0.199837963863146,0.343179799235351
"81",2052,0.225798480570819,0.122307296512071,0.110157587855803,0.199740889027338,0.34199574603397
"82",2053,0.225910816732469,0.123067482719086,0.110557355624186,0.19964741873218,0.34081692619208
"83",2054,0.226016471613904,0.123820762357271,0.110961869238826,0.199557574057045,0.339643322732955
"84",2055,0.226115539830967,0.124567147178337,0.11137101909085,0.199471375101392,0.338474918798454
"85",2056,0.226208115128345,0.125306649663977,0.111784696563713,0.199388840997386,0.337311697646579
"86",2057,0.22629429038514,0.126039283010413,0.112202794032921,0.199309989922462,0.336153642649066
"87",2058,0.226374157620406,0.126765061113155,0.112625204865606,0.199234839111821,0.335000737289014
"88",2059,0.226447807998674,0.127483998551968,0.113051823419935,0.199163404870872,0.333852965158552
"89",2060,0.226515331835447,0.128196110576049,0.113482545044375,0.199095702587593,0.332710309956536
"90",2061,0.226576818602665,0.128901413089399,0.113917266076809,0.199031746744844,0.331572755486284
"91",2062,0.226632356934156,0.129599922636409,0.1143558838435,0.198971550932598,0.330440285653339
"92",2063,0.226682034631059,0.130291656387632,0.114798296657919,0.198915127860115,0.329312884463276
"93",2064,0.226725938667222,0.130976632125766,0.115244403819434,0.198862489368045,0.328190536019534
"94",2065,0.226764155194581,0.131654868231818,0.115694105611859,0.198813646440456,0.327073224521287
